"","prod_name","title","reviewer","review","date","ratings","type_of_purchase"
"1","HSERTT Weight Cable Pulley System Gym","Muy completo","Renato T.","Great home set up. I use in my garage and pack everything up when done. Perfect.","Reviewed in Australia on 25 October 2023","4.6 out of 5 stars","Verified Purchase"
"2","HSERTT Weight Cable Pulley System Gym","Works perfect","Amazon Customer","Works well. Missing the product manual but figured it out eventually.","Reviewed in Australia on 2 November 2023","5.0 out of 5 stars","Verified Purchase"
"3","HSERTT Weight Cable Pulley System Gym","Brilliant","Kindle Customer","Husband is loving these and turns his rack into cable system easy?","Reviewed in Australia on 1 June 2023","5.0 out of 5 stars","Verified Purchase"
"4","HSERTT Weight Cable Pulley System Gym","Ottima fattura, sodisfatto","Glenn Cogan","All this gear works perfectly. Very happy with the quality","Reviewed in Australia on 7 April 2023","5.0 out of 5 stars","Verified Purchase"
"5","HSERTT Weight Cable Pulley System Gym","Sehr schön","Mohammad","I bought a set earlier from Amazon US and was really happy with the quality. To extend the set I bought this one. This one didn’t came in its original packaging. No dockets. All components look and feel different to the one I already had. Check the photos. The original one I already had, have brand tags, looks and feels much better quality. How do I know this is original given it was repackaged? Feels dodgy. This is not a feedback for Amazon or delivery. Amazon was great dealing with it.","Reviewed in Australia on 19 February 2024","5.0 out of 5 stars","Verified Purchase"
"6","HSERTT Weight Cable Pulley System Gym",NA,"Mohammad","Para el precio que tiene su calidad es bastante alta, llevo casi 4 meses usandolos y le han dado una vuelta a mi entrenamiento en casa.","Reviewed in Spain on 12 February 2024","1.0 out of 5 stars","Verified Purchase"
"7","HSERTT Weight Cable Pulley System Gym",NA,"Jose Antonio Flores Marquez","The media could not be loaded.
                
            
                
            
            
        
    
    
 May take some figuring out which way to hook up the length but does exams described. For me, my beam was higher than an average beam so I used two of the methods described in the instructions to make it work but it's great quality,  sturdy and works well","Reviewed in the United Kingdom on 8 December 2023","1.0 out of 5 stars","Verified Purchase"
"8","HSERTT Weight Cable Pulley System Gym",NA,"Thomas L","This system is awesome.  The pulleys are smoother than any cable machines at my gym.  The handles, rope, and bar are the same quality as my gym if not better.  At first I was attaching the pulleys to my pull-up bar, but then I picked up some lag type eye bolts and strategically placed them in some studs in the wall and ceiling of my garage and now I have so many configurations I can do almost any workout my gym offers but from home.I didn't own any plates at first, but I purchased an ankle strap with a plan in mind- I have a set of adjustable dumbbells so I was hoisting one of them up and down for a couple days until my plates arrived.I recommend the CAP rubber bumper plates, I purchased 100 pounds in various weights for $75 and I'm getting more.I'm about to purchase the SERTT lat bar and a v-bar to round out this system, maybe even a couple more pulleys so I can leave them all in place.You have to be creative but you can set these pulleys up in so many different ways.  If you own this system, a set of adjustable dumbbells, and a bench you can do a complete workout from home.  Very happy with the quality and value of this purchase and if you are considering buying something like this I highly recommend it.","Reviewed in the United States on 31 January 2024","5.0 out of 5 stars","Verified Purchase"
"9","HSERTT Weight Cable Pulley System Gym",NA,"Thomas L","Ero un po' titubante sulla corretta esecuzione degli esercizi ma devo dire che il risultato è simile a quello che si ha in palestra. Si ha un po' l'effetto pendolo sul pacco pesi ma nulla di fastidioso.. Per chi ha il rack 500 della decathlon va benone. Lo consiglio per chi vuole variare gli esercizi classici con manubri e bilanciere..","Reviewed in Italy on 19 December 2023","5.0 out of 5 stars","Verified Purchase"
"10","HSERTT Weight Cable Pulley System Gym",NA,"Roger B","1a Ware gerne wieder","Reviewed in Germany on 4 February 2024","5.0 out of 5 stars","Verified Purchase"
"11","HSERTT Weight Cable Pulley System Gym","Highly recommend","Amazon Customer","Not enough room for a true home gym but I really missed cable exercises.  This is well worth the money.  The bag it really nice to pack it up. I've just been using my chin up bar to attach it to.","Reviewed in Canada on 6 January 2024","4.6 out of 5 stars","Verified Purchase"
"12","HSERTT Weight Cable Pulley System Gym","Parfait","Kevin Geffroy","Acheté pour ajouter quelques exercices à un rack mural.Il fait très bien l'affaire, j'ai seulement des doutes sur la base sur laquelle on met les poids dans la durée.Pour l'instant après 2 mois et une utilisation quasi quotidienne ça tient le coup.","Reviewed in France on 23 May 2023","5.0 out of 5 stars","Verified Purchase"
"13","HSERTT Weight Cable Pulley System Gym","Très bien","LiliBouteille","Très bien,-il faudrait rajouter une troisième poulie dans le kit mais si non c’est génial.-des fois la corde peut se coincer dans la poulie si on ne fait pas attention-les poignées sont vraiment pas terrible (la barre droite ne tourne même pas sur elle même comme en salle)-Un des seuls kit avec lequel on peut faire du vis-à-vis-les poulies sont très fluides et de bonne qualité","Reviewed in France on 5 February 2023","5.0 out of 5 stars","Verified Purchase"
"14","HSERTT Weight Cable Pulley System Gym","Strength Redefined - Weight Cable Pulley System Elevates Home Workouts!","Paul","The Weight Cable Pulley System for my home gym has been a total game-changer. Its versatility and smooth operation have brought a new dimension to my strength training routine. The sturdy construction and easy setup make it a standout choice for anyone looking to elevate their home workouts. Transform your fitness journey with this Weight Cable Pulley System – it's a powerhouse for targeted exercises and gains!","Reviewed in the United States on 6 January 2024","5.0 out of 5 stars","Verified Purchase"
"15","HSERTT Weight Cable Pulley System Gym","Super Abrollgefühl","Nico F.","Ich trainiere gerade das erste Mal mit dem Equipment und ich finde die Qualität super. Die Ketten wiegen 500g und machen ebenfalls einen robusten Eindruck.","Reviewed in Germany on 16 January 2024","5.0 out of 5 stars","Verified Purchase"
"16","HSERTT Weight Cable Pulley System Gym","Very well made","Nico F.","Very well made and offers a lot of utility. This could easily allow for a full workout for minimal cost.","Reviewed in Canada on 31 October 2023","5.0 out of 5 stars","Verified Purchase"
"17","HSERTT Weight Cable Pulley System Gym","Calidad","Gillian","Llego en tiempo, se ven muy resistentes, muy buena calidad como las del gimnasio.","Reviewed in Spain on 16 November 2023","5.0 out of 5 stars","Verified Purchase"
"18","HSERTT Weight Cable Pulley System Gym","Perfetti","Cliente Amazon","Ottima qualità. Si riescono a fare moltissimi esercizi con poco più di 70€","Reviewed in Italy on 30 May 2023","5.0 out of 5 stars","Verified Purchase"
"19","HSERTT Weight Cable Pulley System Gym","Great product amazing value","Cliente Amazon","After doing quite a bit of research I settled on this product to upgrade my home gym without breaking the bank. I’ve used all of the attachments and different pulley setups and couldn’t be happier. Everything is well made and the price can’t be beat for two pulleys. I’ve seen similar systems for double the cost and can’t imagine them operating any differently. I’ve separately purchased some ankle cuffs for leg workouts and extra carabiners to make things a breeze when changing configurations/attachments.","Reviewed in the United States on 21 August 2023","5.0 out of 5 stars","Verified Purchase"
"20","HSERTT Weight Cable Pulley System Gym","Ottimo","Ryan Nichols","Ottimo sistema di cavi. Se avete la struttura giusta potete farci davvero di tutto il cavo sembra abbia davvero una una qualità è da 4 mesi che lo uso e continua a tenere bene e non usurarsi facilmente consiglio per chi ha o si vuole fare una piccola home gym","Reviewed in Italy on 16 July 2023","5.0 out of 5 stars","Verified Purchase"
"21","HSERTT Weight Cable Pulley System Gym","Bin sehr zufrieden","Jan Sky","Das SERTT Gewicht Seilzugsystem Gym ist ein großartiges Fitnessgerät für alle, die zu Hause trainieren möchten. Ich habe es auch ausprobiert und muss sagen, dass ich von der Qualität und Vielseitigkeit des Systems beeindruckt bin.Obwohl ich nicht alle Teile des Systems benutze, die mitgeliefert wurden, sind die Teile, die ich benutze, von höchster Qualität und erfüllen meine Bedürfnisse perfekt. Das Seilzugsystem ermöglicht es mir, verschiedene Muskelgruppen zu trainieren und zu stärken, indem ich eine Vielzahl von Übungen ausführe. Das System ist einfach zu installieren und zu bedienen, was es zu einer großartigen Option für Menschen macht, die neu im Bereich der Fitness sind oder einfach zu Hause trainieren möchten.Ein weiterer Vorteil des SERTT Gewicht Seilzugsystems ist seine Robustheit und Haltbarkeit. Das System ist gut gebaut und die Materialien sind von hoher Qualität, was mir das Vertrauen gibt, dass es lange halten wird.Insgesamt bin ich sehr zufrieden mit dem SERTT Gewicht Seilzugsystem Gym. Es ist ein großartiges Fitnessgerät für zu Hause und ich würde es jedem empfehlen, der nach einer einfachen, erschwinglichen und vielseitigen Möglichkeit sucht, um in seinem eigenen Zuhause zu trainieren. Obwohl ich nicht alle Teile des Systems verwende, die mitgeliefert wurden, kann ich sagen, dass die Teile, die ich verwende, absolut top sind und meine Bedürfnisse perfekt erfüllen.","Reviewed in Germany on 19 April 2023","4.6 out of 5 stars","Verified Purchase"
"22","HSERTT Weight Cable Pulley System Gym","Suficiente","Cliente Amazon","Tuve que comprar poleas a parte para ponerlas directamente en el techo, las q trae son ganchos en las q el cable se enreda fácilmente.Cumple con su función.","Reviewed in Spain on 1 June 2023","4.0 out of 5 stars","Verified Purchase"
"23","HSERTT Weight Cable Pulley System Gym","Drcent","Zuda","Worth the money","Reviewed in Canada on 31 August 2022","4.0 out of 5 stars","Verified Purchase"
"24","HSERTT Weight Cable Pulley System Gym","Très bonnes poulies","philippe baconnet","Je dois dire que je suis agréablement surpris pat la facilité de montage des poulies qui semble solides;Les différentes possibilités d'installations sont vraiment pratique pour travailler différents groupesmusculaires et pouvoir s'entrainer correctement à la maison.Je recommande ce produit.","Reviewed in France on 21 February 2023","4.0 out of 5 stars","Verified Purchase"
"25","HSERTT Weight Cable Pulley System Gym","Davvero tanta roba","Gabriele Castello","Ottimo sistema di pulegge, tutto il materiale è robusto e fatto bene.Davvero funzionale per una home gym.Ha tutte le impugnature per gli esercizi tranne la sbarra lat machine..Regge carichi anche elevati senza la preoccupazione che si rompa","Reviewed in Italy on 14 February 2024","4.0 out of 5 stars","Verified Purchase"
"26","HSERTT Weight Cable Pulley System Gym","Top","Wilfried Lienard","Excellent article, grâce au 2 poulie je peux travailler soit en poulie haute ou basse sur ma chaise romaine.Possible aussi de faire du leg curl et kick back si vous avez les accroches de jambes","Reviewed in France on 29 December 2022","5.0 out of 5 stars","Verified Purchase"
"27","HSERTT Weight Cable Pulley System Gym","Great bit of kit.","Remote Control Giant","I love this set. Really good quality components that feel like they’ll last. I use it connected in various ways to my “power-tower” / pull up station and the possible combinations of connections for different exercises is really impressive. For about £60 I’ve been able to add another 10 - 15 different weighted exercises to my home gym set up. I’m considering adding some wall and ceiling anchors to really optimise how I can use it now.","Reviewed in the United Kingdom on 25 October 2023","5.0 out of 5 stars","Verified Purchase"
"28","HSERTT Weight Cable Pulley System Gym","Good quality products!","Garnet MacLean","The system is well designed and easy to use","Reviewed in Canada on 31 August 2023","5.0 out of 5 stars","Verified Purchase"
"29","HSERTT Weight Cable Pulley System Gym","Super system !","Tim Bretschneider","Habe eine klimmzugstange Zuhause und so wird sie zum Multifunktionsturm .. so einfach U doch so effektiv","Reviewed in Germany on 24 October 2023","5.0 out of 5 stars","Verified Purchase"
"30","HSERTT Weight Cable Pulley System Gym","Producto impecable","Francisco Javier Torres Rodríguez","Llegó todo muy bien empaquetado, en una buena caja y con todos los accesorios metidos en sus respectivas bolsitas, muy bien protegidos. La calidad de las distintas partes es muy buena. Las poleas son muy silenciosas y se ven resistentes. Los mosquetones son bastante robustos, no como los de productos similares, más pequeños y endebles. Los demás accesorios se ven estupendos también. La bolsa de tela que trae está muy bien también. Muy contento con el producto en definitiva, no esperaba tanto la verdad. Gracias.","Reviewed in Spain on 21 January 2023","5.0 out of 5 stars","Verified Purchase"
"31","HSERTT Weight Cable Pulley System Gym","perfekt","Sandra K.","so soll es sein. super","Reviewed in Germany on 15 October 2023","4.6 out of 5 stars","Verified Purchase"
"32","HSERTT Weight Cable Pulley System Gym","Wish I ordered this YEARS ago!","Ken","I wish I had ordered this for my home gym years ago! The overall quality of this is fantastic. I was really surprised. Doesn't feel cheap at all. And set up is super easy. I simply hook it up to my pull up bar in the door frame. Takes about 20 seconds. Pile the weights on and go. I'm using standard plates and the loading pin measures about 13"" tall. Plenty of room to stack a decent amount of weight on.For the last several years I've been using barbells and dumbbells. Basic stuff. But wow, it's so nice to have access to such a wide range of new exercises now!The only exercises that don't quite feel right are the cable flyes (when the pulleys are attached to a pull up bar) and bicep curls.With cable flyes in a gym, the pulleys are directly at your sides, which creates a constant tension on your chest muscles no matter where your arms are in the range of motion. When this set up is attached to your pull up bar at home, you have to step forward which moves the pulleys are behind you. So once your arms are pointed straight out in front of you, the tension is taken off your chest muscles and placed directly onto your shoulders and triceps. So at best you get the same stimulation you'd get from a dumbbell chest fly with the same limitations of that movement.For bicep curls, it just doesn't feel right when the loading pin is attached to the pulley and allowed to glide freely on the cable (like they show in the pictures). So an easy fix for this is to simply not use the cables. Load up the loading pin with your weights, attach the rope or straight bar to it, and do your curls that way. No cable needed. You get a lot more tension on your biceps that way than if you try to let the pulley glide freely on the cable.Otherwise, all of the tricep, shoulder, back and ab movements feel FANTASTIC with this set up. SERTT offers two different options for this set. One is a little cheaper and comes with fewer attachments and cables. I highly encourage you to spend the extra $10 on this one for the extra cables, attachments, and pulley. I'm constantly discovering new exercises to do and I wouldn't be able to do them without the extra equipment that comes with this $65 option.Highly, highly recommend this!","Reviewed in the United States on 3 December 2021","5.0 out of 5 stars","Verified Purchase"
"33","HSERTT Weight Cable Pulley System Gym","Perfetto","Marco 79","Set completo per fare molti esercizi , acquisto azzeccato !","Reviewed in Italy on 27 May 2023","5.0 out of 5 stars","Verified Purchase"
"34","HSERTT Weight Cable Pulley System Gym","Cantidad de ejercicios","Marco 79","Cantidad de ejercicios que puedo hacer ahora con esto","Reviewed in Spain on 21 December 2022","5.0 out of 5 stars","Verified Purchase"
"35","HSERTT Weight Cable Pulley System Gym","Pas mal mais pas très stable","Juan Luis","Il est pas mal mais manque de stabilité lorsque que on levé le plateau de disque de poids si on va a vitesse normale a explosif le plateau se balance car il manque un point d'ancrage au sol pour évité ce balancement dangereux.Il manque au minimum deux autres poulie, deux a 4 attaches supplémentaires pour bien stabiliser et faire les exercices avec deux poignets différent,la longueur des câbles et limite il faudrait aussi le fixe sur une cage a traction qui tient la stabilité sinon tout se renverse .Intéressant comme base ,les poignet leur grip et faible pour la prise en main matériel de base a amélioré ou pour du dépannage .","Reviewed in France on 12 August 2023","5.0 out of 5 stars","Verified Purchase"
"36","HSERTT Weight Cable Pulley System Gym","Impressed","Mutsu","Pleasantly surprised by the quality of this item. I bought this as a starting point and expected to upgrade some of the components over time. But there’s no need, everything is very well made and heavy duty. The pulleys are really smooth and work perfectly (I’ve had 50kg on them), and the tricep rope is the same as the ones in my local gym. Good purchase.","Reviewed in the United Kingdom on 1 May 2023","5.0 out of 5 stars","Verified Purchase"
"37","HSERTT Weight Cable Pulley System Gym","Yes, you can do lower body exercises!","stuart","I was told that you couldn't do lower body exercises with this system but as I have a power rack I bought an upgraded pulley from Amazon that bolts onto my cage and I put it on the side of my rack. Then I attached one of the straps from this set onto the bottom of the opposite of my rack. Voila. I can do glute kickbacks, side leg extensions for inner thighs and ham curls with weights which I could only do with bands before. I will be checking out to see what I can figure out for quads. The other straps I attached to the top back and front of my rack for when I want to do upper body stuff. The chains and extra pulley's are great.","Reviewed in Canada on 15 October 2023","3.0 out of 5 stars","Verified Purchase"
"38","HSERTT Weight Cable Pulley System Gym","Esta bien","Judy Mansfield","Cumple su cometido aunque las cadenas podrían mejorar y poner algún agarre más","Reviewed in Spain on 10 March 2023","5.0 out of 5 stars","Verified Purchase"
"39","HSERTT Weight Cable Pulley System Gym","Qualità inaspettata","Jose","Carrucole robuste, buona qualità dei materiali, ben confezionati. Ottimo rapporto qualità prezzo. Aggiornerò tra qualche mese di utilizzo la recensione.","Reviewed in Italy on 1 April 2023","5.0 out of 5 stars","Verified Purchase"
"40","HSERTT Weight Cable Pulley System Gym","Fantastic piece of kit at a great price","Francesco P.","Fantastic piece of kit at a great price","Reviewed in the United Kingdom on 14 October 2023","4.0 out of 5 stars","Verified Purchase"
"41","HSERTT Weight Cable Pulley System Gym","Gym/On the go","Owen","I bought this product a couple months back, mainly to use at my work during free time. It feels sturdy, with no problems, lifting moderately heavy weight.The BEST part about these cables though, is taking them when I have to travel to oil rig sights. There’s always have something to set up on, heck even TREES, just to keep my workout going! Out of all the accessories my favorite is the rope handle. Super versatile and sturdy. I highly recommend this product to anybody!","Reviewed in the United States on 10 November 2023","4.6 out of 5 stars","Verified Purchase"
"42","HSERTT Weight Cable Pulley System Gym","A set to invest","Damon Dušan Galonska","If you have something at home to attach the rols to I would recomend on investing in it.But I would also get an extra or two hooks to connect everything if you want to be more creative with it.It holds together quite good and is easy to edit, if you dont need to change cable length all the time.You should find a setting where the cables do not need to be shortend, but extending is done easily via chains.Would buy again.","Reviewed in Germany on 30 September 2022","5.0 out of 5 stars","Verified Purchase"
"43","HSERTT Weight Cable Pulley System Gym","Best bang for buck","Jeckie","I got this with a little bit of skepticism, however I absolutely love it! It was a good price for the versatility of this item! It’s so easy to set up and rearrange for different exercises, the options are limitless!","Reviewed in Canada on 9 June 2023","5.0 out of 5 stars","Verified Purchase"
"44","HSERTT Weight Cable Pulley System Gym","Very Smooth!","Ben","I’ve wanted a proper cable machine for years but couldn’t justify the massive cost. I have a pull down attachment to my power rack and this has worked but is very rigid with the cable direction and not very smooth.This pulley system is very smooth, much smoother than my Lat pull down attachment.I’ve on out done a push workout so far, but I’ve managed to do various tricep movements, cable flies and lateral raises and all felt great.I highly recommend this product for any home gym user but you will definitely need either a power rack or pull up bar to attach to.","Reviewed in the United Kingdom on 1 May 2023","5.0 out of 5 stars","Verified Purchase"
"45","HSERTT Weight Cable Pulley System Gym","Un bel set da Home Gym","Pasquale","Un bel set per molte combinazioni di esercizi, il tutto da agganciare ad una Power tower.Lo consiglio perché prendendo separatamente tutti i componenti sarebbe costato più del doppio.Il contenuto della confezione rispecchia la descrizione nei minimi dettagli.Lo consiglio per chi deve attrezzare una piccola palestra in casa.","Reviewed in Italy on 8 March 2022","5.0 out of 5 stars","Verified Purchase"
"46","HSERTT Weight Cable Pulley System Gym","Pretty satisfied.","sgs2 user","Great for the price. It arrived in one week, from EU, no extra cost. Only big minus for a bar. It's pretty useless, because doesn't rotate and is too short. I need to buy it extra.","Reviewed in Germany on 14 January 2023","5.0 out of 5 stars","Verified Purchase"
"47","HSERTT Weight Cable Pulley System Gym","Works well and two pulleys are helpful.","sgs2 user","Good little system. I used it with my power rack. You can clip it in different configurations and I can get pretty much everything I want with a little creativity.All in all, worth $100 to save time and hassle trying to find parts and rope handles etc.","Reviewed in Canada on 23 March 2023","5.0 out of 5 stars","Verified Purchase"
"48","HSERTT Weight Cable Pulley System Gym","Very good","Adam Riddle","As expected.","Reviewed in Canada on 17 February 2023","5.0 out of 5 stars","Verified Purchase"
"49","HSERTT Weight Cable Pulley System Gym","war in Ordnung","Mubushar","war in Ordnung","Reviewed in Germany on 25 July 2023","5.0 out of 5 stars","Verified Purchase"
"50","HSERTT Weight Cable Pulley System Gym","Excellent","Sam Kadkodai","Bought for my son for Xmas and is better than what I thought it would be. He loves it. So many options and just what they use in local gym, highly recommend","Reviewed in the United Kingdom on 4 January 2024","4.0 out of 5 stars","Verified Purchase"
"51","HSERTT Weight Cable Pulley System Gym","Muy completo","Renato T.","Great home set up. I use in my garage and pack everything up when done. Perfect.","Reviewed in Australia on 25 October 2023","4.6 out of 5 stars","Verified Purchase"
"52","HSERTT Weight Cable Pulley System Gym","Works perfect","Amazon Customer","Works well. Missing the product manual but figured it out eventually.","Reviewed in Australia on 2 November 2023","5.0 out of 5 stars","Verified Purchase"
"53","HSERTT Weight Cable Pulley System Gym","Brilliant","Kindle Customer","Husband is loving these and turns his rack into cable system easy?","Reviewed in Australia on 1 June 2023","5.0 out of 5 stars","Verified Purchase"
"54","HSERTT Weight Cable Pulley System Gym","Ottima fattura, sodisfatto","Glenn Cogan","All this gear works perfectly. Very happy with the quality","Reviewed in Australia on 7 April 2023","5.0 out of 5 stars","Verified Purchase"
"55","HSERTT Weight Cable Pulley System Gym","Sehr schön","Mohammad","I bought a set earlier from Amazon US and was really happy with the quality. To extend the set I bought this one. This one didn’t came in its original packaging. No dockets. All components look and feel different to the one I already had. Check the photos. The original one I already had, have brand tags, looks and feels much better quality. How do I know this is original given it was repackaged? Feels dodgy. This is not a feedback for Amazon or delivery. Amazon was great dealing with it.","Reviewed in Australia on 19 February 2024","5.0 out of 5 stars","Verified Purchase"
"56","HSERTT Weight Cable Pulley System Gym",NA,"Mohammad","Para el precio que tiene su calidad es bastante alta, llevo casi 4 meses usandolos y le han dado una vuelta a mi entrenamiento en casa.","Reviewed in Spain on 12 February 2024","1.0 out of 5 stars","Verified Purchase"
"57","HSERTT Weight Cable Pulley System Gym",NA,"Jose Antonio Flores Marquez","The media could not be loaded.
                
            
                
            
            
        
    
    
 May take some figuring out which way to hook up the length but does exams described. For me, my beam was higher than an average beam so I used two of the methods described in the instructions to make it work but it's great quality,  sturdy and works well","Reviewed in the United Kingdom on 8 December 2023","1.0 out of 5 stars","Verified Purchase"
"58","HSERTT Weight Cable Pulley System Gym",NA,"Thomas L","This system is awesome.  The pulleys are smoother than any cable machines at my gym.  The handles, rope, and bar are the same quality as my gym if not better.  At first I was attaching the pulleys to my pull-up bar, but then I picked up some lag type eye bolts and strategically placed them in some studs in the wall and ceiling of my garage and now I have so many configurations I can do almost any workout my gym offers but from home.I didn't own any plates at first, but I purchased an ankle strap with a plan in mind- I have a set of adjustable dumbbells so I was hoisting one of them up and down for a couple days until my plates arrived.I recommend the CAP rubber bumper plates, I purchased 100 pounds in various weights for $75 and I'm getting more.I'm about to purchase the SERTT lat bar and a v-bar to round out this system, maybe even a couple more pulleys so I can leave them all in place.You have to be creative but you can set these pulleys up in so many different ways.  If you own this system, a set of adjustable dumbbells, and a bench you can do a complete workout from home.  Very happy with the quality and value of this purchase and if you are considering buying something like this I highly recommend it.","Reviewed in the United States on 31 January 2024","5.0 out of 5 stars","Verified Purchase"
"59","HSERTT Weight Cable Pulley System Gym",NA,"Thomas L","Ero un po' titubante sulla corretta esecuzione degli esercizi ma devo dire che il risultato è simile a quello che si ha in palestra. Si ha un po' l'effetto pendolo sul pacco pesi ma nulla di fastidioso.. Per chi ha il rack 500 della decathlon va benone. Lo consiglio per chi vuole variare gli esercizi classici con manubri e bilanciere..","Reviewed in Italy on 19 December 2023","5.0 out of 5 stars","Verified Purchase"
"60","HSERTT Weight Cable Pulley System Gym",NA,"Roger B","1a Ware gerne wieder","Reviewed in Germany on 4 February 2024","5.0 out of 5 stars","Verified Purchase"
"61","HSERTT Weight Cable Pulley System Gym","Highly recommend","Amazon Customer","Not enough room for a true home gym but I really missed cable exercises.  This is well worth the money.  The bag it really nice to pack it up. I've just been using my chin up bar to attach it to.","Reviewed in Canada on 6 January 2024","4.6 out of 5 stars","Verified Purchase"
"62","HSERTT Weight Cable Pulley System Gym","Parfait","Kevin Geffroy","Acheté pour ajouter quelques exercices à un rack mural.Il fait très bien l'affaire, j'ai seulement des doutes sur la base sur laquelle on met les poids dans la durée.Pour l'instant après 2 mois et une utilisation quasi quotidienne ça tient le coup.","Reviewed in France on 23 May 2023","5.0 out of 5 stars","Verified Purchase"
"63","HSERTT Weight Cable Pulley System Gym","Très bien","LiliBouteille","Très bien,-il faudrait rajouter une troisième poulie dans le kit mais si non c’est génial.-des fois la corde peut se coincer dans la poulie si on ne fait pas attention-les poignées sont vraiment pas terrible (la barre droite ne tourne même pas sur elle même comme en salle)-Un des seuls kit avec lequel on peut faire du vis-à-vis-les poulies sont très fluides et de bonne qualité","Reviewed in France on 5 February 2023","5.0 out of 5 stars","Verified Purchase"
"64","HSERTT Weight Cable Pulley System Gym","Strength Redefined - Weight Cable Pulley System Elevates Home Workouts!","Paul","The Weight Cable Pulley System for my home gym has been a total game-changer. Its versatility and smooth operation have brought a new dimension to my strength training routine. The sturdy construction and easy setup make it a standout choice for anyone looking to elevate their home workouts. Transform your fitness journey with this Weight Cable Pulley System – it's a powerhouse for targeted exercises and gains!","Reviewed in the United States on 6 January 2024","5.0 out of 5 stars","Verified Purchase"
"65","HSERTT Weight Cable Pulley System Gym","Super Abrollgefühl","Nico F.","Ich trainiere gerade das erste Mal mit dem Equipment und ich finde die Qualität super. Die Ketten wiegen 500g und machen ebenfalls einen robusten Eindruck.","Reviewed in Germany on 16 January 2024","5.0 out of 5 stars","Verified Purchase"
"66","HSERTT Weight Cable Pulley System Gym","Very well made","Nico F.","Very well made and offers a lot of utility. This could easily allow for a full workout for minimal cost.","Reviewed in Canada on 31 October 2023","5.0 out of 5 stars","Verified Purchase"
"67","HSERTT Weight Cable Pulley System Gym","Calidad","Gillian","Llego en tiempo, se ven muy resistentes, muy buena calidad como las del gimnasio.","Reviewed in Spain on 16 November 2023","5.0 out of 5 stars","Verified Purchase"
"68","HSERTT Weight Cable Pulley System Gym","Perfetti","Cliente Amazon","Ottima qualità. Si riescono a fare moltissimi esercizi con poco più di 70€","Reviewed in Italy on 30 May 2023","5.0 out of 5 stars","Verified Purchase"
"69","HSERTT Weight Cable Pulley System Gym","Great product amazing value","Cliente Amazon","After doing quite a bit of research I settled on this product to upgrade my home gym without breaking the bank. I’ve used all of the attachments and different pulley setups and couldn’t be happier. Everything is well made and the price can’t be beat for two pulleys. I’ve seen similar systems for double the cost and can’t imagine them operating any differently. I’ve separately purchased some ankle cuffs for leg workouts and extra carabiners to make things a breeze when changing configurations/attachments.","Reviewed in the United States on 21 August 2023","5.0 out of 5 stars","Verified Purchase"
"70","HSERTT Weight Cable Pulley System Gym","Ottimo","Ryan Nichols","Ottimo sistema di cavi. Se avete la struttura giusta potete farci davvero di tutto il cavo sembra abbia davvero una una qualità è da 4 mesi che lo uso e continua a tenere bene e non usurarsi facilmente consiglio per chi ha o si vuole fare una piccola home gym","Reviewed in Italy on 16 July 2023","5.0 out of 5 stars","Verified Purchase"
"71","HSERTT Weight Cable Pulley System Gym","Bin sehr zufrieden","Jan Sky","Das SERTT Gewicht Seilzugsystem Gym ist ein großartiges Fitnessgerät für alle, die zu Hause trainieren möchten. Ich habe es auch ausprobiert und muss sagen, dass ich von der Qualität und Vielseitigkeit des Systems beeindruckt bin.Obwohl ich nicht alle Teile des Systems benutze, die mitgeliefert wurden, sind die Teile, die ich benutze, von höchster Qualität und erfüllen meine Bedürfnisse perfekt. Das Seilzugsystem ermöglicht es mir, verschiedene Muskelgruppen zu trainieren und zu stärken, indem ich eine Vielzahl von Übungen ausführe. Das System ist einfach zu installieren und zu bedienen, was es zu einer großartigen Option für Menschen macht, die neu im Bereich der Fitness sind oder einfach zu Hause trainieren möchten.Ein weiterer Vorteil des SERTT Gewicht Seilzugsystems ist seine Robustheit und Haltbarkeit. Das System ist gut gebaut und die Materialien sind von hoher Qualität, was mir das Vertrauen gibt, dass es lange halten wird.Insgesamt bin ich sehr zufrieden mit dem SERTT Gewicht Seilzugsystem Gym. Es ist ein großartiges Fitnessgerät für zu Hause und ich würde es jedem empfehlen, der nach einer einfachen, erschwinglichen und vielseitigen Möglichkeit sucht, um in seinem eigenen Zuhause zu trainieren. Obwohl ich nicht alle Teile des Systems verwende, die mitgeliefert wurden, kann ich sagen, dass die Teile, die ich verwende, absolut top sind und meine Bedürfnisse perfekt erfüllen.","Reviewed in Germany on 19 April 2023","4.6 out of 5 stars","Verified Purchase"
"72","HSERTT Weight Cable Pulley System Gym","Suficiente","Cliente Amazon","Tuve que comprar poleas a parte para ponerlas directamente en el techo, las q trae son ganchos en las q el cable se enreda fácilmente.Cumple con su función.","Reviewed in Spain on 1 June 2023","4.0 out of 5 stars","Verified Purchase"
"73","HSERTT Weight Cable Pulley System Gym","Drcent","Zuda","Worth the money","Reviewed in Canada on 31 August 2022","4.0 out of 5 stars","Verified Purchase"
"74","HSERTT Weight Cable Pulley System Gym","Très bonnes poulies","philippe baconnet","Je dois dire que je suis agréablement surpris pat la facilité de montage des poulies qui semble solides;Les différentes possibilités d'installations sont vraiment pratique pour travailler différents groupesmusculaires et pouvoir s'entrainer correctement à la maison.Je recommande ce produit.","Reviewed in France on 21 February 2023","4.0 out of 5 stars","Verified Purchase"
